text,label
i just finished draw a picture,0
"Monkey see, monkey do, Narnfraud?
Swiftee &amp; Narnfraud = pathetic and disturbed pair of thugs
#mngop proud?
#stribpol",1
I'm tryna eat steaks n dis hoe wanna eat peanuts!! -- @BIRDMAN5STAR voice,1
can you recommend a good stretching,0
Idont want a Bestfriend Boyfriend homeboy nor homegirl... fuck all yall bitches ctfu idc idc,1
i think project management is exciting,0
RT @samknight1: @EliLake @saletan @JeffreyGoldberg Yeah I know it's Jeff's book. The one where he admits to beating prisoners and lying abo&#8230;,0
@youngblackbitch raspy ass voice annoying bitch???,1
i am learning pottery,0
i love public speaking,0
i like chocolate,0
i think the internet is fun,0
"RT @_aleksssa: ""@BrianLovesAss_: @_aleksssa tbh but a niggah can't have a normal convo with someone lmao""hoes will be hoes Brian lol",1
@kieffer_jason how would u know if I don't fuck with you? Exactly you don't wtf I got shut your retarded ass up,1
My mom wants to buy a zebra like for reals,0
@NaomiDanielson that's like what some trailer trash chick would name their cat /-:,1
Early morning beer as a reward for waking up and taking the trash out,0
"RT @desusnice: ""In 2014 you tweeted that Migos were trash. Care to explain?"" - 2064 Supreme Court Confirmation Hearing",0
#philhughes @Yankees #nyy better then UR whole team,0
"@KCJHoop pretty sure you meant flight and not flite, dumb ass cracker.",1
"RT @basedamERICan: ""Ayo take this pic for me fam""

""You think the bitches gon fuck with this pic?"" http://t.co/n4BzYk1DH4",1
When the ghost picks u up after u dive in the pussy http://t.co/vBD4zHJROF,1
RT @ImEfficient: Talking about you hate men and done with penis but go get you a manly looking chick that uses a strap on bitch stfu,1
RT @mckayllaa: I wish I had pretty colored eyes .,0
RT @GeorgeKelleyJr: If ur 20+ and still need ur parent's permission to do stuff ur a little bitch #growup,1
These hoes ain't loyal @MyKat_Meows&#160;&#128530;,1
"People who enjoy shows like @SouthPark and @FamilyGuyonFOX are douche bags. Usually white trash, too.",1
RT @jusabadgirl_: Nothing I hate more than a SNEAKY bitch,1
"Watching Richie Rich! On Tv..Even he wanted to kick it with the ghetto kids..

Shows yuh how much Money Aint A Thang!...",0
That was not good times! Starting the mickey mouse club soon!,0
You're a dumb bitch. Wow.,1
So is the term wigger. If someone chooses to listen to hip hop and act a certain way it's cause of his interests not race,1
is websites difficult to learn,0
i would like to learn more about tea,0
I'm the pull bitch,1
@_MckenzieNoel miss you bitch,1
RT @WillyWelfare: Its so damn hot in this bitch,1
"""No bitches "" - nan",1
1X - The yellow tower by Gilbert Claes http://t.co/qc5IF6G4fG,0
you are pathetic and nobody likes you,1
There's a special place in hell for people who slam on their brakes for yellow lights &#128532;&#128299;,0
The world is yours n every bitch in it,1
you are stupid and useless,1
what do you think about advertising,0
RT @Yankees: Time to bounce in the Bronx. #LetsGoYankees #Walkoff http://t.co/W5ATfRsLKK,0
"""@_BaDa_Bing: I only punch real niggas in the face cause a pussy Nigga is gonna punch me right back"" Strong Mush or Shake..",1
"RT @MetalHammer: Are you in London this evening? 
Well ex-Iron Maiden member, Tony Moor, will be busking outside Balham train station from &#8230;",0
i find board games interesting,0
RT @RihannaHasAids: if I got hoes.. @ one of my hoes.. if not shutup &amp; never say it again,1
Just like a bitch. Typical shit. Stepping in place. Elliptical shit. Wizard of hearts. Mythical shit. Watch yourself. Mystical shit.,1
For such bold people confrontation seems to make bitches out of alot of you,1
can you recommend a good art,0
i think playgrounds is exciting,0
RT @phatsyeo215: these bitches ain't real. &#128514;,1
"RT @DefendWallSt: ...wow? RT @1SleepingGiant: Whatever! Fuck all those assholes. They're niggers, they all look alike to me.",1
"RT @Jojo_51213: What was that you tweeted? I can't concentrate enough to read it over all your sad-looking boob and pussy pics.

-men, prob&#8230;",1
"RT @MichaelJDelaney: @0beyYourMaster real ""lil""...bitch you short as fuck",1
Your bitch choosing just Let'R!,1
i think machine learning is great,0
@djceeloss awwww don't be a pussy ill show u was good with that turbo lol,1
i think fashion is helpful,0
i think the economy is interesting,0
why is leadership important,0
RT @MainetheCK: I sell dope. I fuck hoes and make songs bout the shit. I rob niggas for they work and dont feel wrong bout the shit.,1
&#128514;&#9995;&#8220;@iSell_Pussy4EBT &#8220;@Sco_ForIt bucket RT &#8220;@iSell_Pussy4EBT: Trash &#8220;@_manlookaKeedY: All you bitches is my SONS &#128520; http://t.co/LrMBWFPMaE,1
RT @ShitPussiesSay: Dudes built like a crushed Twinkie http://t.co/1WsYI6gDVP,0
I'm dat nigga that these hoes just can't stand... &#127926; B.G,1
On westside I'm screamin fuck KD bitch!!!!,1
I spend my money on weed clothes n food not hoes,1
only my school wouldnt give kids their schedules... #ghetto,0
#FireCashman Why?? Because I am having to root for the Royals in October. #Yankees,0
can you explain markets,0
@charlierose @jdickerson racist @NorahODonnell Texas trash GWBush came to WH numb remember he and Republicans stole the election,0
Lmaoooooo RT @HeauxmerSimpson RT @iluvfashion618 Dre really is a big sloppy bitch. He's fat as shit.,1
Lmfao RT @NYDailyNews: The New York @Yankees have won 27 World Series titles &#8211;&#160;the most of all-time.,0
"RT @lilduval: Real bitches text u ""can u talk"" before they call",1
"""@LCisTJ: Bruh, you studs keep thinking I'm soft as hell. Ask ya girl how many times she screamed she was my bitch. Oh okay. STFU."" BYE HOE!",1
I hate when bitches post pictures with other cute bitches and don't tag em in it. That's low key very selfish as fuck,1
@rachel_gautreau @babyydrey hey Rachel G my name isint Kenneth ok let's just get that straight &#128070; you best be backing off before I go ghetto,0
"Twitter is like the friend I sometimes forget to visit, and then he calls and acts like a bitchy mcbitcherson with a side of bitch.",1
RT @Lilbyrdy: If you only star tweets in hopes that you will magically get pussy...good luck and keep it up.,1
@I_GotOne awe boy you smell like monkey sex,1
These lame bitches don't have a fighting chance....!,1
When women are so proud that they don't like to cook &amp; clean bitch stop being lazy.. It's not cute,1
RT @Kicks_AndTits23: Lewis so trash lmao,0
i like the moon,0
this is a nice day for organize my desk,0
@sassycrass She made fun of a suicide attempt. Mellie ain't that bitch to fuck with this season!,1
i am learning economics,0
Whoops bought snuggly hideous fuzzy boots because it's cold as balls all of a sudden,0
you are just worthless,1
"RT @_AD4: Why all ghetto chicks gotta smell like love-spell. Or that cucumber shit, bath &amp; body works!",1
is exercise difficult to learn,0
RT @DaOfficialPRIME: &#128514; &#128514;RT @WestSideFlee: How you gone wife a bitch that let niggas lick on her head in public?,1
i think football is good,0
@FrankieJGrande ew queer white thirsty bitch,1
Get your own picture bitch.,1
Ayyyyy I'm sipping on a free slurpee and seeing The Front Bottoms tonight. I'm a happy clam.,0
RT @beethetranny: can we please stop talking about how some scumbag faggots mugshot is sexy? you dumb whores.,1
Throwing fire crackers at cars? That shit is funny as fuck ! &#128514;&#128514;&#128514;,1
what is the best way to learn python,0
"&#8220;@MightBeKoi: @Satisfied_x @__troyy Edward did OSS, he sparkled&#8221; &#128514;&#128514; bitch reality",1
you're stupid,1
"&#8220;@JuniorMaye8: A lot of them are though. Attitudes be pure trash&#8221;

#TeamWhiteGirls 
#SwirlTheWorld",0
You bitch hole you never text me back.... Can you guess who this is... &#8212; Haha i never text anyone back my bad http://t.co/f4CsTdQGEc,1
@BlakeAnderson21 @jo_clark6 chicken fried steak it is boys mash potatoes gravy green beans corn an ice cream an brownies for after,0
you are despicable,1
"RT @Mr_MshkL: &#1589;&#1608;&#1585;&#1577; &#1604;&#1591;&#1575;&#1574;&#1585; &#1575;&#1604;&#1603;&#1575;&#1585;&#1583;&#1610;&#1606;&#1575;&#1604; &#1575;&#1604;&#1571;&#1581;&#1605;&#1585; &#1575;&#1604;&#1605;&#1605;&#1610;&#1586;&#1548; &#1571;&#1581;&#1583; &#1588;&#1582;&#1589;&#1610;&#1575;&#1578; &#1604;&#1593;&#1576;&#1577; &#1575;&#1604;&#1591;&#1610;&#1608;&#1585; &#1575;&#1604;&#1594;&#1575;&#1590;&#1576;&#1577; angry birds &#1575;&#1604;&#1588;&#1607;&#1610;&#1585;&#1577; !
&#8226; http://t.co/0lowkClb",0
"It feels awkward to have the @Yankees playing against the @Reds. I mean, we all know who I'm rooting for, but it's awkward.",0
@karmendanielle_ let the coons be great it's in the dream,0
i think planets is great,0
Them taz angel hoes need some furniture,1
what is a geography,0
@MissMulgra Starts making monkey faces behind you,0
RT @sorryimalex: I'm only back cause I don't wanna see the boys lose to trash #vote5sos,0
@_DRACHEOFFICIAL I've tried. I always hit ALT+F4 and eat Mega Stuffed Oreos because I can't figure out those programs. lol,0
respect the birds. peace in pieces.,0
is markets difficult to learn,0
RT @CHlLDHOODRUINER: gotta keep these hoes on point http://t.co/gWeFICReBH,1
This weight issue of mine really needs a good bitch slapp.,1
this is a nice day for prepare dinner,0
"RT @CraziestSex: Sex on 1st date dont mean you a hoe, waiting 90 days wont make you a wife, cute pics dont mean y'all happy, having a title&#8230;",1
RT @LUNAraps: smh u got Ebola now RT&#8220;@BryanRoxAll: I stick my foot out to feel some freshness and this bitch ass mosquito has the nerve to &#8230;,1
This cowboys an redskins game was a hell of a game,0
A random am scroll lands me here...RT @HarryRelloFonte Charlie horses durin sex just simply means you didn't drink enough water that day,0
Lakers fans will feel the pain the Yankees fans are feeling today at the end of basketball season.,0
i think the environment is great,0
RT @WhiteboiColeman: Stepping away from the twitter beef. I'm going to bed cause I gotta be up at 5. Gotta go be a redneck asshole at my us&#8230;,1
how long does it take to learn stretching,0
RT @ItsFoodPorn: Oreo Cheesecake Bars http://t.co/RlHHIM98FL,0
Hoes ain't wana fuck a nigga back then you but all the bitches wana fuck a nigga now,1
Los bitch told me if my name start with a D i could fuck...A B C SHE GOT THE D,1
you are very foolish,1
"""@A7XDemery: I'm a fucking fag they said""",1
@tGR0Z you's a nasty lil bitch,1
Skylar needs to go back to Clarenceville. He taking all the hoes.,1
Lmfaooooo RT @miavenise: Can't trust a bitch that don't smile with her teeth.,1
i enjoy pronunciation,0
@Solyybee_ hahahah for reals he was like this bitch crazy lol,1
I know these niglets heard me screaming &#128514;&#128514;,1
Yes! Daryl and Michone are my niccas!RT @JaJuan_Cofield: @VonshayeB got it recorded! Been waiting months for this season premiere!!!,1
If you not lickin toes you a basic bitch.. And I can't fuck with a basic bitch,1
Charlie horses suck ass #ouch,1
RT @DeRayDavis: There is no cure for Ratchet. It has to run its course in these bitches.,1
i think museums is useful,0
RT @DannyDeVito: Wisconsin IASIP nice work bitches!,1
My bitch ass like an allergic reaction she service my faction,1
some rich pussy with some bullshit rich problem. (idea for an independent film),1
"@HopOnTheBeast i found her right here, good job unfollowing me btw faggot http://t.co/kD3iSeIoLd",1
"RT @TheRealIceTre: bae: ""come over""

me: ""i'm tryna catch a pokemon""

bae: ""i'm horny tho""

me: ""bitch it's a fucking mewtwo""",1
i think beaches is exciting,0
My mom told me never use the word cunt... ITS MY FAVORITE WORD!!! Cunt cunt cunt cunt cunt cunt cunt cunt cunt cunt cunt cunt cunt cunt cunt,1
you are truly a disgrace,1
you are totally useless,1
"If I wore a tutu, no bitch would want me &#128514;&#128514; that's what our dog is gonna be telling himself everyday &#128529;",1
"According to my brothers iPod, its December 1969. If so, I predict that Mickey Mantle of the NY Yankees will announce his retirement March 1",0
@kieffer_jason @NathannDevlin @zach_smith98 bitch that's next year come on the weekend,1
Is Hillary the &#8216;dodo bird&#8217; candidate? http://t.co/YfUbgwQ4tw via @worldnetdaily,0
The way I see it.... you bitches are fake by affiliation ..!,1
"I been to mushroom mountain
Once or twice but who's countin'
But nothin compares
To these blue &amp; yellow purple pills&#128156; http://t.co/fMjlVMEqDO",0
i think electric cars is helpful,0
"RT @CookieCocaine_: Stop fuckin with a ""take me out somewhere"" type of bitch...
Get you a ""baby I cooked for you"" type of chick!! &#128525;&#9749;&#65039;&#128056;",1
@protegykid I would reply with the red emoji but I'm not a nigger,1
RT @CuteOverloads: baby monkey in the snow im crying &#128557;&#128018;&#10052; http://t.co/gMk5dbjaJQ,0
you're worthless,1
The birds and the bees &#128038;&#128029;,0
i think pronunciation is fun,0
Fresh out the gym but yet I'm bout to eat free birds.,0
"Just bought @Godsmack_Music new release, and to all of you pussies whining about it...STFU. #TurnThatShitUpLouder #Godsmack",1
RT @Annnna_dav69: Ima make you my bitch &#128521;,1
dodgerofzion asked: A giant green rooster walks in carrying a tray of brownies. You may have a brownie in... http://t.co/Rn0sWWuIq9,0
"I'm sorry but if your costume is a ""naughty school girl"" this yr I will forever consider u a basic bitch. #becreative #followers",1
Cleveland is the best team for manziel honestly the OC can use the offense he had with the redskins &amp; the browns D is nice wit a def HC,0
why is public speaking important,0
RT @hoes: Emma Watson http://t.co/fGKF5aUklo,0
i think galaxies is fascinating,0
what is the best way to learn tourism,0
you are truly a waste of space,1
i love volunteering,0
"Every character on #Thesimpsons is trash. And they're trash on purpose. If you don't get that, you don't get the joke.",0
"RT @obeyyreggie: stfu hoe RT &#8220;@tedddydgaf: ""I'm proud to be African American"" 
- Proud African American

""I'm proud to be white"" 
- Racist
&#8230;",1
i see what you mean,0
tell me about watches,0
RT @pumpkinheaddd: &#128530; why these hoes acting like they not getting fucked &amp; sucking dick &#128080; but I ain't saying nothing &#128520;,1
All my gold is white not yellow.,0
I'm old but my pussy still poppin tho,1
why is homework important,0
"""@Shun_stokes: &#128514;&#128514;&#128514;&#128514;RT @bluprint_4: Lmao! This bitch come scooting in the tent like she about to fuck some shit up!"" &#128557;&#128557;&#128557;",1
My bird got a headache &#128527;&#128530;,0
@TheREALJB1RD Gotta get my superbowl shirt at the cleaners then we hitting the big bird.,0
i think history is useful,0
"RT @anarchistrev: I am no longer willing to claim ""I'm just like you just queer"" as my rallying cry.",1
RT @CauseWereGuys: When you realize bae is a hoe http://t.co/OkVjxdL7ZW,1
ISIS Jihadis Discuss &#8216;Buying And Selling&#8217; Yezidi Girls As Slaves http://t.co/UoPgIPOpWS #tcot #pjnet,0
@septemberTHA15 @CallMeRenee_ Wussup bitch,1
i love music,0
how does birds work,0
you are clearly a stain on society,1
i have a question about the sun,0
"RT @CounterMoonbat: Btw, Hillary is a huge supporter of the law they now admit to lying to all you stupid rubes about. She needs to be aske&#8230;",1
Smoke wit a bitch in nap and let her play music I bet 100 she turn on boosie or some slow shit &#128530;,1
I'm done wit this cheer team all these bitches are Literally BRAIN DEAD.,1
"RT @AzlanTheGoat: Females always talk about how on point their nails and eyebrows are, okay bitch your personality is still shit though.",1
i find augmented reality interesting,0
you are clearly useless,1
"RT @trillycjuicy: I'm really chill. I talk to everyone, I'm far from being a stuck up bitch.",1
@RickBakas Not hard to...she's kind of a hoe. &#128513;,1
i think space is great,0
"""@fuckcamoclark: Roses are red and violets are blue and niggers are black, you know that's true."" @dylan72892",1
do you like solar power,0
Shout out to babes @Anastacia_Cole! Love that bitch. &#128536;&#128073;&#128076;,1
i think data science is exciting,0
I need sleep but can't seem to get that place that let's you clam down and sleep :(,0
Dis broad done tagged dis nicca n a video of his sis giving dome .. #Tragic,1
I would never fight a nigga for vagina...that's what hoes do lmao,1
RT @_____AL: Woww. Now niggas can't hit u bitches line and ask what u doin nomo.,1
I'll be a Yankee fan forever,0
i like the environment,0
RT @AMGLLCCEO: When you die but a bad bitch walk in yo funeral &#128526;&#128526;&#128514;&#128514;&#128514;&#128514; http://t.co/YZs9DQVqDV,1
do you like tourism,0
i love recycling,0
Should #Oscar go to @AndySerkis or #Computer that turned him into an ape? http://t.co/oWgoCjxpXs NO...The #ComputerScience major #Movie,0
RT @MiraGotTheJUICE: Woah did this bitch say love?&#128566;&#128514;&#128514;&#128557;&#128557; http://t.co/7PzRbWX0NU,1
"The Met Office has issued an amber warning of snow,at least it's not a warning of amber snow.Posh word for yellow.",0
tell me about galaxies,0
RT @Scoonz: remember when you got your crush's aim screenname and you felt all fuzzy inside and stared at your screen and figured out what &#8230;,0
@JustTooMuchCake Lmao. it bel ike that nowadays,0
im genuinely getting mad at this children's video game about mickey mouse and darkness and big keys,0
i think cheese is great,0
@iLLEGALLYBadd my boy said this last night. I'll be in the gym Bc I refuse to be sloppy like these bad built bitches lol,1
RT @Kap12284: Week from Thursday might be the last #Yankees game to look forward to in a while. If nothing else Jeter deserves that night &#8230;,0
RT @JesusMVela: &#8220;@Enriquuee_: @JesusMVela @wigga32 fucking pussy that's why&#8221; exactly. Let me @ the nigga @RyanMattheww7 were talking about &#8230;,1
i find holidays interesting,0
you're a failure,1
"RT @rbomem: @viva_based broke, no even though Obama is working on it, bitch, no I got something between so no",1
RT @_iForeign: You talking shit &#128567; But yo pockets ain't shit &#128169; Yo bitch ain't shit &#128169; Yo life ain't shit &#128169; nigga you just a ain't shit as nig&#8230;,1
RT @HBCUfessions: Us dykes get more play than most niggas! -FAMU,1
"RT @TheFactsBook: Twitter has a bird as its logo, that&#8217;s why when you join you&#8217;re an egg, and your home button is a birdhouse. Why am I ...",0
lmao RT @SirRocObama: Tu Madre RT @WaymoTheGod: nacho doritos trash,1
stop being a weakling,1
@wodaeeex3 lol Duhh but ima get my neck tomorrow so dont be mad hoe,1
And i aint neva gave a fucc about a bitch boy !,1
bitch really changed her @ name haha it is not that serious. beyonce fans have too much time on their hands waiting in that welfare office,1
"Yet you won't tag @AnthonyCumia 
What a pussy.
""@Gus_802: Cripes, what a loser. https://t.co/a3gpdURamA""",1
"""@Gotti_LTF: Happy Bday Bitch Ass Nigga @JetsAndASwisher""preciate that bitch roll up!",1
RT @StoppaOnline: so many groupie hoes in the condo its a group home - @KirkoBangz,1
Got my vans on.. My pockets chunky,0
can you explain exams,0
@RooDee_Poo Aye bitch.,1
"If your parents let you drink underage, they're fucking retarded and so are you.",1
Dese niggaz on Dat guala shit....... http://t.co/qcrTA7H80x,1
is jogging difficult to learn,0
RT @LJSpagnoli: Isis and Jihadi Terrorists 'Post 90 Tweets Every Minute' to Spread Propaganda http://t.co/eRJMveF996,0
i have a question about cars,0
@kieffer_jason i swear u a fuck nigga u a scary little bitch u think this a game huh?,1
"RT @iMIKEDUNN: For all you bitches that think you're a ""bad bitch"", please tell that to Rhonda Rousey.",1
"LOL at the Benghazi ""hearings"" that proved nothing other than Republicans only care about taking down PBO. #foxnews #teabaggers",0
why is galaxies important,0
"@beepbeepamanda Today was Talk Like A Pirate Day, and absolutely NOBODY knew Id been doing a Charlie Morton impersonation all day.",0
#truefriendtuesday my bitch @drrrruuuu http://t.co/7dSZ3vCySz,1
@gallinofmilk fight me hoe,1
"its either a gun, a sandwich, or both. details looking really fuzzy right now and i don't trust any police department in MO",0
what is the best way to learn business,0
@AlfieHeydrich Seen a pic of nigs robbing a store. Caption said(protesting gos on in Fergerson). Lol. I don't like pigs either but wtf!,1
"RT @fOREiGNCRAZi: Nosey ass hoes , I hate em. Always finding shit but can't find a man to date em &#128530;&#9995;",1
Working Saturday is for the birds #FML,0
"RT @FlyoutChase: When I saw men saying ""Arguing with women is gay""...what's when I knew y'all really try hard for bitches attention who don&#8230;",1
i am learning teamwork,0
RT @CuzzinTom: If Byron Leftwich fucks as hard as he throws then he kills bitches,1
RT @BossyDiva__: Come get yo hoe,1
i enjoy data science,0
Ain't no bitch doe,1
you did a great job,0
RT @SC4K: Getting ready for the annual heart and sole luncheon @RenHotels #cle with @EricGordon_CEO http://t.co/UJ721FmsXB,0
"So I seen this sweater , its flashy. I wanna get it. I gotta get it. It say ""my boyfriend is my bitch, with some puppies"" &#128514;&#128514;&#128514;",1
"RT @SportsCenter: BREAKING: Louisville coach Charlie Strong is expected to accept Texas job, according to ESPN &amp; media reports &#187; http://t.c&#8230;",0
Made one of my all time favorites look like a bitch on the grandest stage of em all,1
Memorial Weekend early bird wine walk price is still available! We have 21 participating locations http://t.co/bBYoTneeBn,0
i think cafes is useful,0
@thickumms_x3 very wrong lmao this bitch literally tried to swallow someone in this movie,1
@KazAtta @thesaidabdi dont get it twisted said aint playin ny state of mind when bitches is around *clicks link*,1
@KingHorseDick that hoe skilled,1
i think sewing is good,0
"I smoke a fat pound of grass, and fall on my ass, faster than the fat bitch who sat down to fast.",1
"RT @CHlLDHOODRUINER: ""bitch ass nigga square up"" &#128514;&#128514; http://t.co/xK1rpf1NPy",1
how does chess work,0
"All these hoes trife I can never cuff , I've been hurt before so I can never give a fuck",1
"""@Latrobemark: You love these hoes more then money wats wrong these niggas""",1
&#8220;@OpTic_NaDeSHoT: No longer a side bitch @ProSyndicate http://t.co/qWcUNa7vcV&#8221; @Zneezy2Good &#128514;&#128557;,1
i think tablets is good,0
what can a chatbot do,0
can you recommend a good time management,0
is roads difficult to learn,0
"No thanks lady, you look like you just got off the white trash train, I'd rather not catch a disease. #kthxbai",1
@frankxlz @italian_montana fuck off frank you pussy,1
I don't own any #Onslaught on #Vinyl I may have to get one now. Their new Lp is available in army green coloured vinyl,0
@frankthetank215 @Jim_McCloskey Fran is a hillbilly Virginia mountain man who has pre-1800s white Anglo-Saxon beliefs #frankensteinMD #kikme,0
"I ain't talking onna phone, butch we straight TEXTING. Ion wanna go to the movies bitch we SEXIN &#128175;",1
Sewing is also a requirement to be an #ISIS Jihadi girl - keep the men's clothes presentable #ISISFeminism http://t.co/sN5KUwMX78,0
Ion kno wat kinda spring clothes imma get my yung nicca dis year we ain't doin da polo dis year gotta offset em wit sumthin else,0
wonder if they gon have em for the low on nigger friday....,1
is forests difficult to learn,0
what is the best way to learn planets,0
today i will watch a movie,0
"It's almost Christmas, Charlie Brown...",0
"""YAH"" has said in his word that the Mtzra'ym(egyptians) are his people and Ysrah'al is his inheritance and the Kushite(ethiopians).....",0
Whipped out some french in front of some babes at the post office. #winning,0
We use to sneak up on them cats back in wood hollow and ceelo ranch and Toss they ass in the pool lil bitches,1
"I want one ae yous to start something with me tbh, but yous are aw pussy #shame",1
RT @Yankees: Show your support during #FleetWeekNYC with #troopthanks. You could be on the @BofA_Community billboard in Times Sq! http://t.&#8230;,0
tell me about exams,0
"&#128073; RT @OeauxMar: Nigga was smashing his hoe, had his hoe paying for a condo and he still with her &#128514;&#128514;&#128514;&#128514; Yep Fucboy",1
RT @corey_emanuel: &#128557;&#128557;&#128557;&#128557; RT @ivyleague1908: SHAT!!!!!! RT @DirtRoadDon: When Deltas smell they own pussy http://t.co/3LojKQM8ZG,1
"RT @DogeTheDog: Wow
 Such banana
 So potassium 
 Much yellow http://t.co/xINHDwyTqS",0
Or you gotta pay some bills cause pussy ain't free ummmm dick ain't free neither can you pick this tab up please thank you,1
RT @MzS0FiBadAzz: @j_rellz only bitch round here is the one I&#8217;m tweet&#8217;n &#128564;&#128564;&#128564;&#128564;,1
"""Nah its You @NoMeek_JustMilz: &#128514;&#128514;&#128514;&#128514; yo i thought some1 photoshopped my face on that faggot smmfh...i hate yall"" http://t.co/5e2fkQ3Q2T",1
"I shoot at the pussy, I bust in the pussy I'm cuming too sooooooooooon",1
Speaking of. RT @KingHorseDick: A lot of them backpage hoes don't like fucking black guys so I never went thru with it,1
"RT @godsgracelove: #15ThingsILove When he wraps his arms around my waist while I'm making dinner, yellow roses, pearls, Anything COACH a ...",0
@summerdawn_1996 lol @ you being a cunt,1
you're a joke,1
i think basketball is great,0
what do you think about pizza,0
&#8220;@avelindner: if he has a girlfriend don't be a hoe and text him yanno who u r &#128519;&#8221;,1
RT @ThatsJuuja: These bitches be pretty &amp; stupid,1
RT @hoes: RT if you'd marry Scarlett Johansson http://t.co/KMoJDDIl7h,0
All people do in my house is bitch,1
@jzsuschrist ok they have 2 niggers in raw,1
I was grown by the time I turned 16 wit only my grandma nigguh,1
when bitches change and start acting like the nigga they with &lt;&lt;&lt;&lt;&lt;&lt;,1
shut up,1
@negrorayrice @FuckTheMallcops I'll continue dis later. I'll be back bitch.,1
can you help me with writing,0
Rescue elephant calf &#8216;Nunai&#8217; looking fuzzy at the International Fund for Animal Welfare Rehabilitati http://t.co/PAetLXGuoa,0
@joeysulipeck @myfoxmemphis the minute those red n yellow for rent signs go up the reg. ppl start selling n move,0
She's definitely a Kardashian bird RT @BasedChasen: http://t.co/RY3ocBwVTn,0
i think railways is exciting,0
Can we revisit @ChairmanL's idea of two teams of @Yankees playing against each other? I would like to see a game every now &amp; then.,0
RT @BrandonBangerz: &#8220;@mostafa092: &amp; you guys thought sharkiesha and shovel girl were crazy.. she snapped this bitches nose. https://t.co/5&#8230;,1
"It's official. I leave America January 3rd. See ya bitches in February. 

Have fun with winter for me.",1
i enjoy airplanes,0
Smile at the bitches who hate you.,1
RT @OMAdoee: I feel like mean girls are the only really really loyal ones. Lemme find me a bitch that hurt my feelings lol,1
"RT @FunnyPicsDepot: this the ""I play soccer, cheat on girls, and wear khaki coloured cargos"" haircut http://t.co/rJVOVoO53l",0
how long does it take to learn history,0
"RT @eddiekinggg: I completely lost my mind, if you find it, go ahead and keep it bitch",1
That's Ya BM tho RT @Tyga: That ain't my hoe.,1
These people at jury selection are retarded,1
i like computers,0
i think holidays is helpful,0
"RT @TAXSTONE: You dumb bitches still think pretty is everything ""KERI LOOKS BETTER THAN BEYONC&#201; "" Keri probably know she do too but guess &#8230;",1
Just stop being a hoe God dammit bitch it ain't that hard,1
i find rice interesting,0
@CheckMyLingo_ @Kingpin_Terror ima get this so every time I throw trash away its where it really belongs http://t.co/DRGBekvzun,0
how long does it take to learn cars,0
Oreos and coffee for brunch. I do what I want!,0
@CapoDaAssHole naw where can I see that hoe at,1
"Charlie Kimball: ""I had nowhere to go"" http://t.co/x5gyZ46koT #IndyCar #MAVTV500",0
RT @Drfreezeburnn: Just spent a good twenty mins trying to teach my bird the skyrim theme song. Then I realized that he was a bird.,0
thanks for your help,0
i think cyber security is exciting,0
i find beaches interesting,0
@theejustinholt the redskins are doing pretty good this year &#128514;&#128514;,0
i enjoy libraries,0
Add my snapchat lil bitch: TreVaughn3,1
Hate when I'm in a girl city call her then she call back after I'm on the plane bitch FOH,1
i think swimming is helpful,0
&#8220;@AdamRotter: Watch: Prust tries to hit Hank during break play http://t.co/fZ6lxcS3ok&#8221; @BrandonPrust8 pussy attempt by a pussy #mtlhockey,1
how long does it take to learn business,0
Your bitch got her lipstick on my dick...,1
@Zedd finger my throbbing pussy flaps,1
"RT @Jarhead44: Hi, can I buy you a margarita?

Sure!

So, I like the way your barstool shows off your clam.",1
i find swimming lessons interesting,0
Let's go for the sweep!! #Yankees #SubwaySeries,0
That's right I'm making brownies right now &#128526;&#128523;,0
@JawShoeeAhhh @FabianMleal shut up bitch,1
"#porn,#android,#iphone,#ipad,#sex,#xxx, | #OldYoung | Old bitch pleases hot-looking young stud http://t.co/aIDKdmztLn",1
"The last at-bat at Yankee Stadium. Thanks for making it a good one, Captain. #FarewellCaptain. http://t.co/UVJgbCpcbU",0
today i will go running,0
RT @StunningStina: We all know you're fucking a bitch right now LOL,1
RT @Z_MEGA: @Im_Yung_Jay grab me some bitches while u up there lmao oh and a belt ( fendi ),1
RT @JustAn0th3r: It ain't nuttin to cut that bitch off.,1
what is a marketing,0
"' Club solo 1 deep , fuck a valet cause I parked on the street , lordddd knows &#1041243; You can't trust these hoes ,... http://t.co/WcD3V5sej2",1
how the fuck do all these fucking faggot ass randos even find zoe's ask account????,1
Ask a bitch in 2014 if she would rather have JESUS than silver &amp; gold I bet u she tell a lie.,1
do you like web design,0
you are really incompetent,1
What a trash franchise. RT @ArashMarkazi: Fergie will sing the National Anthem at the Clippers season opener tomorrow.,0
"She reps that O13 

Yeah. 

Only the baddest of bitches #1x",1
Chance is trash,0
Daiya Nagore gets her pussy fucked and sucks cock for&#160;pleasure. http://t.co/7a44FXx8Oy,1
how does baseball work,0
Typical bitch during a break up tweeting smfh,1
RT @IEsoFab: &#128514; RT @VeronicaGK: Yea I got big hands lol i'm a big bitch 5'10 lol i'm not gon have small hands &#128514;&#128514;&#128514;&#128514;,1
Ugh I can't stand a bitch that smokes black &amp; milds. They make me itch,1
"Tell them hoes ""I'm all friended out""",1
i like pronunciation,0
"How my bestf gon call me "" People "" like ima regular niggah to her now smh .",1
i think cloud computing is interesting,0
